trial_number,state,value,proxy_value,n_params,duration_sec,base_learning_rate,weight_decay,label_smoothing,dice_weight
0,COMPLETE,0.9265652894973755,0.9265652894973755,4,603.890248,0.0009043702716428751,0.002496570146562885,0.13278627026298756,0.44235398767461276
1,COMPLETE,0.9284946918487549,0.9284946918487549,4,598.985399,0.00027344597276379387,0.0038471057214876357,0.01838072222772953,0.647189497390217
2,PRUNED,,0.9175004959106445,4,317.521683,0.0014103368380419072,3.5310679796171685e-05,0.15414931180694938,0.04144780668895853
3,PRUNED,,0.9143420457839966,4,319.195843,0.002117922586792519,0.0056010816713828555,0.13620666141680585,0.5708703990145902
4,PRUNED,,0.9190967082977295,4,401.998217,0.0003864781406370739,3.349955883733614e-05,0.11423149636489333,0.7448118560604827
5,COMPLETE,0.9249477386474609,0.9249477386474609,4,1049.318693,3.201527419066937e-05,0.04023195777885754,0.006507505946320347,0.5780342706003871
6,PRUNED,,0.9191924333572388,4,641.031971,0.0005921785644995982,0.0001206765629569101,0.1890510284304997,0.4477872332297359
7,PRUNED,,0.9211705327033997,4,510.556204,0.0005001306358528413,1.170466262061895e-05,0.005269091975078077,0.38703198084310686
8,PRUNED,,0.9217597246170044,4,316.779483,3.0110551588056725e-05,3.236132540921021e-05,0.171155130475723,0.8226622985333193
9,PRUNED,,0.9095553755760193,4,319.625901,0.000319269847123243,1.6722406670238303e-05,0.005770340470613134,0.5948287439445734
10,PRUNED,,0.907263994216919,4,319.720007,0.007349333033346608,0.0005726464516999064,0.060524782558881315,0.9848047908734008
11,COMPLETE,0.9269918203353882,0.9269918203353882,4,598.309571,7.893417165932201e-05,0.004076271243940844,0.06818385324699992,0.24138185468185602
12,COMPLETE,0.9280582666397095,0.9280582666397095,4,597.891246,8.70577913446724e-05,0.017286112852956996,0.06183235610840457,0.1935915384422188
13,PRUNED,,0.9201209545135498,4,316.613598,7.652753866254725e-05,0.03713549477157996,0.05141172224782066,0.17807764114084973
14,COMPLETE,0.9287881851196289,0.9287881851196289,4,600.809618,0.00011244566311355824,0.016378217972456505,0.040454970070814944,0.2795564431808335
15,PRUNED,,0.9174035787582397,4,321.252585,1.2402005520039906e-05,0.001061259911759447,0.03335960042629497,0.7281124396644014
16,COMPLETE,0.9290217161178589,0.9290217161178589,4,596.968595,0.00018163441765290644,0.08994586389007649,0.09045622542860997,0.3157014217104537
17,COMPLETE,0.928939700126648,0.928939700126648,4,594.686556,0.00017240010298294638,0.09354802940496881,0.0904501091495531,0.29854184177858445
18,COMPLETE,0.9286736249923706,0.9286736249923706,4,596.013316,0.00016621808629942568,0.09483796884607118,0.08867555611826498,0.05370352505173637
19,PRUNED,,0.9135516881942749,4,317.609008,0.0031261214157018925,0.09510342962223226,0.09092056156458253,0.33499957093203775
20,PRUNED,,0.9202421307563782,4,602.737005,3.0510957884750598e-05,0.012171818307057915,0.11090415368813204,0.14078065095918701
21,COMPLETE,0.9287620782852173,0.9287620782852173,4,1124.521163,0.0001328791619701011,0.03343266797453022,0.08085814174286454,0.30154395571178283
22,COMPLETE,0.9294028282165527,0.9294028282165527,4,779.718878,0.00015720503394616602,0.01405606085858351,0.04479504019140249,0.2854671819790452
23,COMPLETE,0.9296585917472839,0.9296585917472839,4,597.431449,0.00020826300860305797,0.09422480958512011,0.11124359390823149,0.3802281450995217
24,PRUNED,,0.9168275594711304,4,317.400854,0.00023051576047796943,0.033487980203293785,0.12593907260104445,0.49420801633127454
