trial_number,state,value,proxy_value,n_params,duration_sec,base_learning_rate,weight_decay,label_smoothing,dice_weight
0,COMPLETE,0.9221146106719971,0.9221146106719971,4,476.871553,0.0006475494934626956,0.0006720705367751136,0.18794699291684028,0.9951409622843251
1,COMPLETE,0.9264730215072632,0.9264730215072632,4,475.550386,0.000288525925434051,0.019527770372736498,0.03286674399484146,0.8909058557585052
2,PRUNED,,0.919777512550354,4,252.593685,1.41574621160616e-05,4.6228589595223343e-05,0.1215077330202026,0.1144318633975272
3,PRUNED,,0.9183129072189331,4,254.93519,0.00035712090578669727,2.236643224345487e-05,0.09643452262611854,0.8034200931474055
4,PRUNED,,0.90531325340271,4,333.364065,0.005358868166713243,0.0002826175749187184,0.13336722323676123,0.5600527911524098
5,COMPLETE,0.9282735586166382,0.9282735586166382,4,476.486413,7.160616095629729e-05,0.09926293385305275,0.05806548895402404,0.41627430772431506
6,PRUNED,,0.9162683486938477,4,252.498861,0.0019034698030535675,0.001127862501530954,0.1437366018196435,0.2440659854659124
7,COMPLETE,0.9280797839164734,0.9280797839164734,4,489.436783,0.00010511621387625284,0.001166210203752778,0.04914901786870856,0.017062473605131023
8,COMPLETE,0.929489016532898,0.929489016532898,4,474.824733,0.0001609168550315194,0.09880278677033216,0.02779253484004518,0.544243948690939
9,COMPLETE,0.9243937730789185,0.9243937730789185,4,475.162278,2.13726386955236e-05,0.0011950619833969913,0.06521502591981405,0.41402407198318614
10,COMPLETE,0.9276342391967773,0.9276342391967773,4,474.96424,6.675094758923722e-05,0.012586273372083592,0.0010749516313861666,0.6627281340264386
11,COMPLETE,0.9280207753181458,0.9280207753181458,4,475.296505,6.801905082409695e-05,0.09037635956264568,0.0020060754233407613,0.37642907475016707
12,PRUNED,,0.9229254722595215,4,252.67201,0.0001507110206455772,0.08481056546459753,0.0797482662983311,0.6438519140512249
13,PRUNED,,0.9207428693771362,4,254.196108,3.0014460994464306e-05,0.012264034099244696,0.03196607103893423,0.2995129447768465
14,PRUNED,,0.9180470705032349,4,333.150303,0.0009076446222753865,0.030926491992218686,0.0364017706895306,0.49686802180486345
15,PRUNED,,0.9228267669677734,4,335.006237,4.138296828260221e-05,0.006298854044468882,0.06808361652866954,0.7353408595864911
16,COMPLETE,0.9282656908035278,0.9282656908035278,4,995.646131,0.00023065299959447943,0.004329699365449775,0.021566910593156095,0.5104679259399939
17,PRUNED,,0.907666802406311,4,526.817146,0.008308193251751113,0.04173267607118989,0.09759205555025752,0.204140742496048
18,PRUNED,,0.9176069498062134,4,524.555357,1.2001323241858153e-05,0.0042179088930022176,0.05671030493625535,0.38379924344732597
19,PRUNED,,0.913009524345398,4,527.471676,0.0017185307002412751,7.894077412994212e-05,0.18925837910775578,0.6011595926497562
20,COMPLETE,0.9290086030960083,0.9290086030960083,4,996.274564,0.00013593456912305786,0.04382696534133219,0.08097853721126941,0.44677573288861544
21,COMPLETE,0.9287002086639404,0.9287002086639404,4,990.7683,0.00010036728403932533,0.09789066151553645,0.08222520638525108,0.48577149120869223
22,FAIL,,,4,263001.938008,0.0001488180844104023,0.044992526043763297,0.11816981872116646,0.48844993329076536
23,COMPLETE,0.9293080568313599,0.9293080568313599,4,1002.440634,0.00015337960875577656,0.04047216897557406,0.1133683699873296,0.481058388155608
24,PRUNED,,0.9212040901184082,4,523.492659,0.0005219013433715779,0.036093669381878316,0.11698735222598045,0.7144822135705682
25,COMPLETE,0.9288600087165833,0.9288600087165833,4,980.464106,0.00013756070713287475,0.007186275156124829,0.15097282261413392,0.31057383790844506
26,FAIL,,,4,257679.637702,0.0002408542085775202,0.03889272633909903,0.11071534524345077,0.5286486809848749
27,PRUNED,,0.9208980798721313,4,322.788264,0.00017998147736196274,0.03482324150597444,0.1667846469401333,0.5734023080624163
28,PRUNED,,0.9218656420707703,4,254.134274,0.0003899924859911939,0.01931576901812387,0.09219687898239531,0.46199104024169657
29,PRUNED,,0.9237856864929199,4,253.180418,4.1741651536900094e-05,0.0026793358925122383,0.1137421592830507,0.3224581174623822
30,PRUNED,,0.9111822843551636,4,252.255793,0.0008832645724480184,0.015443148014909777,0.10965994757202918,0.8152798393220135
31,PRUNED,,0.917696475982666,4,253.679628,0.0006171228900456718,0.051167541510093305,0.07743603899399694,0.15234231015066313
32,PRUNED,,0.9236621260643005,4,253.201953,0.00021118897540810068,0.00034235144237083063,0.014154808502824273,0.5431526314426658
33,COMPLETE,0.92919921875,0.92919921875,4,475.526548,0.00011755578406030652,0.008371768539561102,0.16201377965940192,0.3019411064153437
34,PRUNED,,0.9219271540641785,4,254.636026,0.00012115164850811558,0.048961580587874795,0.17451693860834008,0.4591110939502322
35,PRUNED,,0.9228634834289551,4,253.028958,0.00028102679886717367,0.028216405897297812,0.17211677038938233,0.24163136588289083
36,COMPLETE,0.9277245998382568,0.9277245998382568,4,475.235061,7.956079853825713e-05,0.011557105589164162,0.130452844409397,0.3538155140680824
37,PRUNED,,0.9230868816375732,4,251.928435,0.0003640150515900749,0.020893892850693666,0.15087531790330452,0.04509338710593003
38,PRUNED,,0.9222433567047119,4,253.258821,5.3933212269172956e-05,0.056445364273260044,0.1284911961506618,0.9186526396232206
39,PRUNED,,0.9205412268638611,4,254.94029,0.00017969072034969212,0.007242640406171727,0.04326023021202559,0.6219523292452552
40,PRUNED,,0.9183060526847839,4,253.258869,2.4026370919045864e-05,0.002555597817253533,0.19453280918509963,0.43548016374155385
