trial_number,state,value,proxy_value,n_params,duration_sec,base_learning_rate,weight_decay,label_smoothing,dice_weight
15,COMPLETE,0.928903341293335,0.928903341293335,4,1114.837458,6.035491477150511e-05,0.01108792430243136,0.1659428585414009,0.1710889081210728
16,COMPLETE,0.9283716082572937,0.9283716082572937,4,1114.779607,8.004867335839166e-05,0.008539196462956306,0.19143110078957512,0.1280846251245209
17,PRUNED,,0.9163215160369873,4,598.62685,0.00024353438410725065,6.645734519687565e-05,0.16524069150515314,0.1801181456639283
18,PRUNED,,0.9148837327957153,4,593.050333,0.0006690559493994424,0.0010918034739738766,0.14775790172622932,0.4700019840235907
19,PRUNED,,0.920513391494751,4,600.853122,5.837036946384272e-05,0.00032016176113626763,0.13343905617904772,0.24985279998451349
20,COMPLETE,0.9275901317596436,0.9275901317596436,4,1124.094165,2.811038055150335e-05,2.7431997608415115e-05,0.15831151769315874,0.8022689451873767
21,COMPLETE,0.9276883006095886,0.9276883006095886,4,1105.591979,8.802728548509157e-05,0.009452106480908653,0.1865493214951221,0.11830066548447699
22,COMPLETE,0.9280303716659546,0.9280303716659546,4,1115.734932,0.0001717432962907807,0.005534513722884035,0.19690226186489565,0.117899751379453
23,PRUNED,,0.9222312569618225,4,599.875587,6.388994837684015e-05,0.00741039215235908,0.1784591938148292,0.28302497418352324
24,COMPLETE,0.9280116558074951,0.9280116558074951,4,1123.822834,2.149142486092597e-05,0.018885247258067294,0.16161017188350427,0.17180771839214515
25,PRUNED,,0.9237597584724426,4,592.391898,5.667518366201814e-05,0.0019081163142384257,0.199508284628447,0.08291073474474055
26,PRUNED,,0.914894700050354,4,592.201023,0.00047120913375680494,0.0006017147450950708,0.14439443792154208,0.4234496451782353
27,PRUNED,,0.9228674173355103,4,600.77965,0.000150257328029721,0.00016621698935066943,0.021942714002140262,0.06011280115855548
28,COMPLETE,0.9279947876930237,0.9279947876930237,4,1123.859186,3.8053784887732394e-05,0.031564983151613074,0.07015452712400681,0.1722640384554871
29,PRUNED,,0.9149268865585327,4,591.269905,1.933927217523046e-05,0.012619220853622333,0.08928054788330762,0.28758687082612305
30,PRUNED,,0.9220984578132629,4,600.316436,9.236861018051996e-05,0.027581595858761444,0.17009823053317724,0.4911518867637921
31,COMPLETE,0.9276669025421143,0.9276669025421143,4,1116.629522,1.597825925254242e-05,0.03479358477726962,0.06402055748856599,0.3172871319703955
32,COMPLETE,0.928446888923645,0.928446888923645,4,1114.096819,4.27345561676997e-05,2.1086109306375425e-05,0.11425695766777277,0.2172424769003591
33,PRUNED,,0.915798008441925,4,599.421546,4.273775504425254e-05,2.791871523466517e-05,0.11657404159249661,0.2087184323885736
34,COMPLETE,0.9284149408340454,0.9284149408340454,4,1116.904745,8.015338197041488e-05,1.87510139690751e-05,0.14914221432948718,0.13739465212517613
35,PRUNED,,0.9222500920295715,4,598.348062,0.00016347772252674355,2.7067615356690384e-05,0.11092269189960449,0.048191246424098416
36,COMPLETE,0.9284119009971619,0.9284119009971619,4,1116.958022,2.267805803862677e-05,4.634614926730072e-05,0.14642092909882412,0.23045994983181176
37,PRUNED,,0.9213598966598511,4,593.127433,0.00022539458724941586,1.6466700767777602e-05,0.0926165378230233,0.31923072913642714
